fresco_raja||644350693638144000|2015-09-17 03:22:31|WOOHOO TEWEETING!
fresco_raja||644350339072655360|2015-09-17 03:21:06|Posting another test tweet from Python using TWEEPY API
fresco_raja||644344724552159232|2015-09-17 02:58:48|At Yelp HQ
